20100115
2007,0006
2007,0007
2007,0008
2007,0009
2007,0010
2007,0011
2007,0014
2007,0015
2007,0016
2007,0019
2007,0020
2007,0023
2007,0024
2007,0025
2007,0026
2007,0041
2007,0042
2007,0043
2007,0044
2007,0045
2007,0047
2007,0048
2007,0049
2007,0061
2007,0063
2007,0065
2007,0066
2007,0067
2007,0069
2007,0071
2007,0073
2007,0074
2007,0076
2007,0077
2007,0078
2007,0079
2007,0080
2007,0081
2007,0082
2007,0091
2007,0096
2007,0097
2007,0098
2007,0101
2007,0105
2007,0106
2007,0107
2007,0108
2007,0137
2007,0138
2007,0139
2007,0140
2007,0141
2007,0146
2007,0147
2007,0150
2007,0159
2007,0187
2007,0200
2008,0006
2008,0007
2008,0008
2008,0009
2008,0010
2008,0011
2008,0014
2008,0015
2008,0016
2008,0019
2008,0020
2008,0023
2008,0024
2008,0025
2008,0026
2008,0041
2008,0042
2008,0043
2008,0044
2008,0045
2008,0047
2008,0048
2008,0049
2008,0061
2008,0063
2008,0065
2008,0066
2008,0067
2008,0069
2008,0071
2008,0073
2008,0074
2008,0076
2008,0077
2008,0078
2008,0079
2008,0080
2008,0081
2008,0082
2008,0091
2008,0096
2008,0097
2008,0098
2008,0101
2008,0105
2008,0106
2008,0107
2008,0108
2008,0137
2008,0138
2008,0139
2008,0140
2008,0141
2008,0146
2008,0147
2008,0150
2008,0159
2008,0187
2008,0200
2009,0006
2009,0007
2009,0008
2009,0009
2009,0010
2009,0011
2009,0014
2009,0015
2009,0016
2009,0017
2009,0018
2009,0019
2009,0020
2009,0021
2009,0022
2009,0023
2009,0024
2009,0025
2009,0026
2009,0027
2009,0041
2009,0042
2009,0043
2009,0044
2009,0045
2009,0047
2009,0048
2009,0049
2009,0052
2009,0053
2009,0061
2009,0062
2009,0063
2009,0065
2009,0066
2009,0067
2009,0069
2009,0071
2009,0072
2009,0073
2009,0074
2009,0076
2009,0077
2009,0078
2009,0079
2009,0080
2009,0081
2009,0082
2009,0091
2009,0092
2009,0093
2009,0094
2009,0095
2009,0096
2009,0097
2009,0098
2009,0099
2009,0100
2009,0101
2009,0102
2009,0104
2009,0105
2009,0106
2009,0107
2009,0108
2009,0109
2009,0111
2009,0112
2009,0113
2009,0115
2009,0116
2009,0117
2009,0119
2009,0121
2009,0122
2009,0123
2009,0127
2009,0128
2009,0136
2009,0137
2009,0138
2009,0139
2009,0140
2009,0141
2009,0143
2009,0147
2009,0148
2009,0149
2009,0150
2009,0159
2009,0180
2009,0187
2009,0188
2009,0189
2009,0190
2009,0192
2009,0200
2009,0202
2010,0001
2010,0002
2010,0003
2010,0004
2010,0005
2010,0006
2010,0007
2010,0008
2010,0009
2010,0010
2010,0011
2010,0012
2010,0013
2010,0014
2010,0015
2010,0016
2010,0017
2010,0018
2010,0019
2010,0020
2010,0021
2010,0022
2010,0023
2010,0024
2010,0025
2010,0026
2010,0027
2010,0030
2010,0031
2010,0041
2010,0042
2010,0043
2010,0044
2010,0045
2010,0047
2010,0048
2010,0049
2010,0051
2010,0052
2010,0053
2010,0056
2010,0061
2010,0062
2010,0063
2010,0065
2010,0066
2010,0067
2010,0069
2010,0071
2010,0072
2010,0073
2010,0074
2010,0076
2010,0077
2010,0078
2010,0079
2010,0080
2010,0081
2010,0082
2010,0091
2010,0092
2010,0093
2010,0094
2010,0095
2010,0096
2010,0097
2010,0098
2010,0099
2010,0100
2010,0101
2010,0102
2010,0104
2010,0105
2010,0106
2010,0107
2010,0108
2010,0109
2010,0110
2010,0111
2010,0112
2010,0113
2010,0114
2010,0115
2010,0116
2010,0117
2010,0118
2010,0119
2010,0121
2010,0122
2010,0123
2010,0126
2010,0127
2010,0128
2010,0129
2010,0130
2010,0131
2010,0132
2010,0133
2010,0134
2010,0135
2010,0136
2010,0137
2010,0138
2010,0139
2010,0140
2010,0141
2010,0143
2010,0144
2010,0145
2010,0147
2010,0148
2010,0149
2010,0150
2010,0159
2010,0160
2010,0180
2010,0187
2010,0188
2010,0189
2010,0190
2010,0192
2010,0200
2010,0202
